schemaName,databaseType,tableID,tableName,fieldID,fieldName,ruleID,ruleName,ruleDescription,typeID,objectType,supportDataType,threshold,totalRecord,badRecord,score,isCheckPass
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000834,BYTES_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000834,BYTES_DL,19,CHECK_IF_DOWNSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Downstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000835,BYTES_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000835,BYTES_UL,18,CHECK_IF_UPSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Upstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000836,PACKET_JITTER_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000837,PACKET_JITTER_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000842,EQUIP_ID_SEQ,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000848,CITY_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000850,AREA_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000852,ACCESS_NODE_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000854,ACCESS_NODE_LATITUDE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Decimal,10,202248,19,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000855,ACCESS_NODE_LONGITUDE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Decimal,10,202248,19,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000856,HUB_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000858,HUB_LATITUDE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Decimal,10,2007908,6,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000859,HUB_LONGITUDE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Decimal,10,2007908,6,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000860,EXCHANGE_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000863,EXCHANGE_LONGITUDE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Decimal,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000864,EQUIP_MODEL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,205147,90,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000871,CUSTOMER_SEGMENTATION,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,70273,97,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000871,CUSTOMER_SEGMENTATION,11,CHECK_IF_CUSTOMER_SEGMENT_HAS_VALID_PREFIX,Customer segment values should starts with B2B and B2C -[^(B2B|B2C)],Conformity,field,String,10,2034155,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000872,CUSTOMER_SUBCATEGORY,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,70273,97,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000872,CUSTOMER_SUBCATEGORY,10,CHECK_IF_CUSTOMER_SUB_CATEGORY_HAS_VALID_PREFIX,Customer subcategory values should starts with B2B and B2C -[^(B2B|B2C)],Conformity,field,String,10,2034155,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000874,PARENT_GROUP_NAME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,70273,97,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000875,ASSOCIATION_NAME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,2103255,0,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000887,STAGE_TYPE,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,154588,93,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000887,STAGE_TYPE,45,CHECK_IF_STAGE_TYPE_HAS_VALID_VALUES,Stage type field should have specified values like 'STR_FIBER and STR_COPPER' -[^(STR_FIBER|STR_COPPER)$],Range,field,String,10,2104428,154588,93,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000890,RTT_CLIENT,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000890,RTT_CLIENT,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[rtt_client_c],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000891,RTT_SERVER,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000891,RTT_SERVER,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[rtt_server_c],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000892,TCP_CONNECT_SUCCESS,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000893,TCP_CONNECT_ATTEMPTS,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,556308,74,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000893,TCP_CONNECT_ATTEMPTS,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[rtt_client_c,rtt_server_c,rtt_client,rtt_server,packets_dl,packets_ul]",Consistency,field,Number,10,1548120,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000894,INITIAL_HTTP_REPLY_DATA_MSG,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000894,INITIAL_HTTP_REPLY_DATA_MSG,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[application_id,packets_dl,packets_ul]",Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000895,INITIAL_HTTP_GET_MSG,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000895,INITIAL_HTTP_GET_MSG,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[application_id,packets_dl,packets_ul]",Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000896,STREAMING_RESPONSE_TIME,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000896,STREAMING_RESPONSE_TIME,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[streaming_response_time_c],Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000897,DEVICE_EQUIP_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000898,DEVICE_SOFTWAREVERSION,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,96520,95,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000899,LOST_PACKETS_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000899,LOST_PACKETS_UL,18,CHECK_IF_UPSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Upstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,20000899,LOST_PACKETS_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packets_ul],Consistency,field,Number,10,300795,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008100,LOST_PACKETS_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008100,LOST_PACKETS_DL,19,CHECK_IF_DOWNSTR_COUNTS_GREATER_THAN_OR_EQUAL_TO_ZERO,Downstream values should be greater than or equal to zero -[-1],Range,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008100,LOST_PACKETS_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packets_dl],Consistency,field,Number,10,444219,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008101,HTTP_METHOD_COUNT,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008103,HTTP_CAUSE_CODE_COUNT,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1996975,5,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008104,CAUSE_DESCRIPTION,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,2104428,2098924,0,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008104,CAUSE_DESCRIPTION,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[http_cause_code,application_protocol]",Consistency,field,String,10,632,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008105,CAUSE_CODE_GROUP,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,2098924,0,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008105,CAUSE_CODE_GROUP,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[http_cause_code,application_protocol]",Consistency,field,Number,10,562,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008106,CATEGORY_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,2098924,0,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008106,CATEGORY_ID,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[http_cause_code,application_protocol]",Consistency,field,Number,10,632,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008107,APPLICATION_PROTOCOL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008108,DELTA_STALL_TIME_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008108,DELTA_STALL_TIME_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[delta_stall_time],Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008109,TIME_TO_START_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008109,TIME_TO_START_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[time_to_start],Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008110,RTT_CLIENT_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008110,RTT_CLIENT_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[rtt_client],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008111,RTT_SERVER_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008111,RTT_SERVER_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[rtt_server],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008112,PACKET_JITTER_DL_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008112,PACKET_JITTER_DL_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packet_jitter_dl],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008113,PACKET_JITTER_UL_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008113,PACKET_JITTER_UL_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[packet_jitter_ul],Consistency,field,Number,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008114,STREAMING_RESPONSE_TIME_C,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Number,10,2104428,1955482,7,N
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008114,STREAMING_RESPONSE_TIME_C,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[streaming_response_time],Consistency,field,Number,10,148946,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008115,EVENT_START_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008115,EVENT_START_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[event_start,data_transfer_time_dl]",Consistency,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008116,EVENT_STOP_DL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008116,EVENT_STOP_DL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[event_start,data_transfer_time_dl]",Consistency,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008117,EVENT_START_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008117,EVENT_START_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,Attribute value should be aligned with specified string columns separated by comma -[event_start],Consistency,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008118,EVENT_STOP_UL,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,200008,US_BB_STREAMING_1,200008118,EVENT_STOP_UL,3,CHECK_IF_ATTRIBUTE_VALUE_ALIGNED,"Attribute value should be aligned with specified string columns separated by comma -[event_start,data_transfer_time_ul]",Consistency,field,Datetime,10,2104428,0,100,Y
CEMOD,BIGDATA,201671,PS_BB_STR_SEGG_1_HOUR,2016711,EQUIP_ID,1,CHECK_IF_ATTRIBUTE_HAS_VALUE,Attribute  should have valid values,Completeness,field,String,10,792183,0,100,Y
CEMOD,BIGDATA,201671,PS_BB_STR_SEGG_1_HOUR,2016711,EQUIP_ID,12,CHECK_FOR_EQUIP_ID_PATTERN,Equip_id should have defined pattern '^1[1-4|6|7][0-9]{7}$' -[^1[1-4|6|7][0-9]{7}$],Conformity,field,String,10,792183,0,100,Y
